x1,y1,z1,torso1,torso2,armR1,armR2,armR3,armR4,armR5,armR6,armR7
0.09803552023317502,-0.30655029627464503,-0.06216981877381883,-0.20159959009154704,0.2091995061619807,0.4707001820289744,-0.8783998207763862,0.6026991340842818,-1.476600798407793,-0.006001220463646005,0.12250131952819446,-0.07707708043732175
0.09851836306319978,-0.29545052665173255,0.10634994147288246,-0.3345995593532014,0.02689931185366623,0.4353975680028949,-0.9027998681921455,0.42959994828930403,-1.8316003847682427,-0.012701840292729104,0.08028616824558168,-0.14647573481974652
0.11356877004151883,-0.32945062617141196,0.2897586654334411,-0.31429972047051624,-0.05430148178406391,0.5068016286607196,-1.464400891766763,0.17730037567779802,-2.1228017101605285,0.013000966546287275,0.05600427502721042,-0.16848870001052485
0.13870862915933735,-0.33960194694702134,0.49572775719082374,-0.2815990850247636,-0.02699949997367712,0.4597976154186542,-1.8610993035869976,-0.32269970339553433,-2.043497779640818,0.020801258852685946,-0.05971105438001355,-0.2059696456971032
0.11579649416596749,-0.14100633891353148,-0.05859158270916992,0.02169959635598495,0.2770009776175302,0.6828000563103632,-0.8266999532521128,0.6715997986481503,-1.6057984127914764,-0.006001220463646005,0.14067456036458528,-0.10140260688699287
0.11489234968445483,-0.14116675291593087,0.10959457077540413,-0.07529976128997884,0.01940054264588653,0.7063010295127597,-0.986599785389381,0.5934981255709455,-1.968800585174727,-0.006901475438536218,0.13810019971789383,-0.21607073874302052
0.17039120944807296,-0.13520686934164586,0.5018593710058562,-0.06789926272642255,-0.11719948777733702,0.7610980526892727,-1.8795995640095517,-0.2746995270666077,-2.1328981799587936,0.024601696254672602,-0.04430852373116366,-0.24497775447917647
0.15214955103656408,0.035078577653611887,-0.06254541782450351,0.39689979221690397,0.29890047084058224,0.9550996663975307,-0.8563993714335333,0.5870995082094774,-1.5730996948217089,-0.0037012080198098526,0.10718605534194428,-0.07458998625322999
0.15058729501823948,0.04160953819291163,0.10885876983444964,0.3094993193511346,0.05289884810133927,0.969302972131392,-0.9928002972056768,0.5029999702516394,-1.9227006275467937,-0.0049025067243229845,0.10430626207615361,-0.17586271610020088
0.16884703203363727,0.06152540424742331,0.28909665190041656,0.2705994840463397,-0.0840012673135151,1.0497019085973895,-1.3447992193422365,0.18120052183099714,-2.129600121264839,0.004600504256628758,0.04498688412399636,-0.2595730703489789
