t,x1,y1,z1,torso1,torso2,armL1,armL2,armL3,armL4,armL5,armL6,armL7
24.9986178874969,0.159849694252014,-0.233300346374512,-0.050382873535156,-0.745950409325626,0.35362044175844,-1.16824596598017,0.993949779653957,-0.387710767924306,-1.46857040898317,0.002880528298252,-0.055497038713337,-0.038448035352232
42.3991174697876,0.125691375732421,-0.255619804382324,0.189327758789062,-0.66244960324406,0.12351996799262,-1.18104175553174,1.10998099069093,-0.307380029014705,-1.75330025292656,0.004490249387539,-0.050566483576453,-0.1099629014527
57.5989050865173,0.12140574645996,-0.251710279464722,0.349533996582031,-0.612539620834216,0.01101877574708,-1.23268168477512,1.40033029067534,-0.05225026184955,-1.9106905167156,-0.000521074098885,-0.010183928008434,-0.146374832972432
74.9991602897644,0.112653526306152,-0.255727457523345,0.519005737304687,-0.646920444611699,0.023870179166588,-1.24057183606135,1.73841939797067,0.350338202241074,-1.85468871310186,-0.003971572133635,0.059040193448791,-0.12231110591056
92.3993628025055,0.148069121360779,-0.082384307861329,0.016434783935547,-0.394429603770703,0.29894121720526,-0.967902262102481,0.824220069450588,-0.616818468498966,-1.58236877373246,0.004390540636327,-0.10982041168166,-0.074401817943316
109.699590921402,0.132044677734375,-0.065008193969726,0.189125305175782,-0.30821988349153,0.047029933480688,-0.983140019891027,0.957870034813568,-0.534970047347351,-1.94645048509519,0.006920650198345,-0.107813283041867,-0.18077963585237
126.099517822266,0.142581451416016,-0.049474288940429,0.349743560791015,-0.255599548777091,-0.102050948127971,-1.08699135888353,1.32008946726066,-0.198611203773689,-2.15618017336688,-0.00327073466117,-0.048123022623661,-0.280525202603846
143.499829769135,0.137958465576172,-0.057398208618164,0.507450927734376,-0.278799090717876,-0.05903908557365,-1.0706705783644,1.83708917592202,0.338839098759887,-2.12085834824983,-0.015250165876564,0.054502337393606,-0.204647013373392
160.879759788513,0.143428749084472,0.108997863769532,0.014955200195312,0.003010437300579,0.269210752060052,-0.672694861110009,0.79213965473171,-0.714588651490843,-1.6112085712827,0.005930273852167,-0.147105007827389,-0.100254507488482
178.19998049736,0.12520930480957,0.124005706787109,0.190752777099609,0.105230602684313,0.013830274909877,-0.701458002007168,0.952990232014144,-0.634159162568021,-1.99478909593544,0.010130504996996,-0.145054245956295,-0.225394614856475
193.500140666962,0.12405110168457,0.144977294921875,0.349868347167969,0.187840261801917,-0.15725076741104,-0.865141179771013,1.29792057068013,-0.269220339440065,-2.18204117197465,-0.004301378003031,-0.068521558256344,-0.361661196205932
212.000267744064,0.123820365905762,0.137023620605469,0.504441040039063,0.078159676730101,-0.111720300150609,-0.748910518937279,1.9045703794374,0.318179253761044,-2.18941003218445,-0.025470312875852,0.048982733634174,-0.26069389897806
229.370245695114,0.140629682727159,0.291051895141601,0.011690490722656,0.234919570289116,0.198129917301401,-0.450571859477578,0.858110000201188,-0.639718884186114,-1.4910796595694,0.007040492447399,-0.128953583606648,-0.078786957688951
245.680186271667,0.119129302978515,0.294395385742188,0.189173645019531,0.372009995195467,0.016469680603033,-0.411509668453551,0.881570670076779,-0.468689613716789,-1.85877006073563,0.014450578390879,-0.07923351654046,-0.141684260607697
262.200291395187,0.101647331237793,0.293257690429688,0.351566955566407,0.337319978415426,-0.028860410416981,-0.474378724596245,1.48648950261867,-0.165079342488501,-2.20945053244019,-0.013111221415456,-0.055671571638536,-0.15006184101727
