center,C1,C2,C3,C4,M1,M2,M3,M4
0.9688562866210937,0.9345199279785156,0.9498235290527344,0.9430280517578126,0.936011199951172,0.9563997619628906,0.9745644409179688,0.9493880615234375,0.9577521240234376
0.2967894805908204,0.5434578979492187,0.538822155761719,0.046004215240478596,0.060936518096924,0.5459768005371093,0.2950234008789063,0.05064598503112812,0.30095718383789055
0.6789877380371094,0.4460675231933596,0.9185604736328126,0.9127186767578126,0.445210986328125,0.690120684814453,0.9202004638671875,0.6671059020996093,0.4210291839599609
